,ROI000,ROI001,ROI002,ROI003,ROI004,ROI005,ROI006,ROI007,ROI008,ROI009,ROI010,ROI011,ROI012,ROI013,ROI014,ROI015,ROI016,ROI017,ROI018,ROI019,ROI020,ROI021,ROI022,ROI023,ROI024,ROI025,ROI026,ROI027,ROI028,ROI029,ROI030,ROI031,ROI032,ROI033,ROI034,ROI035,ROI036,ROI037,ROI038,ROI039,ROI040,ROI041,ROI042,ROI043,ROI044,ROI045,ROI046,ROI047,ROI048,ROI049,ROI050,ROI051,ROI052,ROI053,ROI054,ROI055,ROI056,ROI057,ROI058,ROI059,ROI060,ROI061,ROI062,ROI063,ROI064,ROI065,ROI066,ROI067,ROI068,ROI069,ROI070,ROI071,ROI072,ROI073,ROI074,ROI075,ROI076,ROI077,ROI078,ROI079,ROI080,ROI081,ROI082,ROI083,ROI084,ROI085,ROI086,ROI087,ROI088,ROI089,ROI090,ROI091,ROI092,ROI093,ROI094,ROI095,ROI096,ROI097,ROI098,ROI099,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135,ROI136,ROI137,ROI138,ROI139,ROI140,ROI141,ROI142,ROI143,ROI144,ROI145,ROI146,ROI147,ROI148,ROI149,ROI150,ROI151,ROI152,ROI153,ROI154,ROI155,ROI156
0 days 00:09:10.500000,0.0389292,0.0357873,-0.00357455,-0.0224366,-0.00499304,-0.0208314,0.000100558,-0.0768922,0.0619032,0.0156698,-0.00749062,0.0144493,-0.00771121,-0.0106934,0.0148464,-0.0305436,-0.0313262,0.0049137,0.00511692,-0.00375343,-0.027713,-0.0175426,0.00951378,0.00326855,0.00684704,0.00106538,0.00665246,-0.00344428,-0.038359,0.00917199,0.025647,0.00467721,0.0214322,-0.0352836,0.00418575,-0.00810021,-0.0294127,-0.00712912,-0.015317,-0.0501543,-0.0175628,0.0387782,-0.024022,-0.00728912,-0.00444663,0.031205,-0.011318,0.0158804,-0.0190345,0.0232957,-0.0134305,-0.00566929,0.00272252,-0.0262092,0.0183186,0.0024225,0.0506164,0.0389636,-0.0337001,-0.0359605,-0.00315032,0.0210748,-0.0220852,0.0128785,-0.0171983,0.0183839,0.0257116,-0.0413643,0.0588776,-0.0325583,-0.00602404,0.00106163,-0.0141648,-0.000745667,0.0122045,0.00936894,-0.0194937,0.00614376,0.0328188,-0.018603,-0.00996985,0.0212948,0.0142995,0.0167001,-0.00707685,-0.0158539,-0.0319391,-0.013208,-0.0420286,-0.0360348,-0.00582259,-0.0412906,-0.0356504,0.000706614,-0.0291431,0.0152258,-0.000601865,-0.00281473,0.0686568,-0.0132662,-0.0266757,-0.0117752,-0.00256327,0.00829259,0.0299769,0.0120318,-0.023449,-0.0032096,0.00957124,0.0184665,-0.0180077,-0.0111628,0.0363285,-0.00156889,-0.00526102,-0.0333368,-0.0253557,-0.00858931,-0.0307881,-0.0234781,-0.00820467,0.0170954,0.0360988,-0.00900482,0.0273489,-0.0173884,-0.0286181,0.0097904,0.0253649,0.0132785,0.0512188,0.00610028,-0.0358633,0.00550897,0.0262219,0.0228712,0.00804748,0.0325241,-0.00415122,0.00678168,-0.00657911,-0.0292982,0.0333759,-0.0283728,-0.00937476,0.0342678,0.020611,-0.021056,0.0254159,-0.0294629,0.0150505,0.0411698,0.00201236,-0.0111667,0.0119627,-0.02054,0.0144171
0 days 00:09:12,0.0244055,0.0057235,-0.0135231,-0.0236927,0.00525213,-0.0027384,-0.0126763,-0.0602793,0.0322506,0.0517044,0.0126607,-0.00301565,-0.033977,-0.00214773,0.0469429,-0.0121341,-0.00934541,0.016629,0.00395964,0.0103068,-0.00530855,-0.021793,0.0199168,0.0292779,0.0159918,0.0144073,0.00147299,-0.00258081,0.00478791,-0.00961563,0.0270242,-0.0278936,0.00706937,-0.00425007,0.00148807,-0.0158895,-0.0210185,0.0184984,-0.0186838,-0.0121516,-0.00893599,0.032936,-0.0309253,0.0020979,0.0236779,0.0184815,-0.0121462,-0.012972,0.00162204,0.0468446,0.0175289,-0.00711832,0.0232932,0.00712692,0.0459842,0.0200476,0.00551502,0.0416641,-0.0143931,-0.0284031,0.0137549,0.0201105,-0.00380552,-0.00597799,-0.0320019,0.0310244,0.0292896,-0.0409003,0.00263405,-0.00643137,-0.0221753,-0.000938643,-0.0121585,-0.00560948,0.0364778,-0.00647774,-0.0333459,0.00354982,0.00268403,0.00666714,0.00463318,-0.0108735,0.0342554,0.0159308,-0.00651664,-0.00698082,-0.0400726,0.00728598,0.00233443,-0.0295939,-0.0315689,-0.0178032,-0.00492236,-0.00808869,-0.0125845,0.0385083,0.0130918,0.011401,0.0189564,-0.00303039,-0.0351379,0.01849,0.00766235,0.0287701,0.0299732,-0.0169412,0.0054909,0.00917525,-0.0254378,0.0165403,-0.0133566,-0.00561766,0.00667221,0.00623079,-0.0131542,-0.0305638,-0.0246217,-0.00393539,-0.0299144,-0.00744901,0.0226616,0.0389254,0.0375967,0.00107874,0.0439072,-0.0361204,-0.00901523,0.00290712,-0.00404333,0.0534159,0.0225754,0.0162538,-0.00658023,-0.000490708,-0.016353,-0.00779245,0.0241941,0.0331042,0.0100154,-0.00218106,-0.0155641,-0.0178859,0.0289713,-0.0204191,0.00177619,0.00253503,-0.0147228,0.00484427,0.00526664,-0.0501671,-0.00466731,0.0169239,-0.00605777,0.00493654,0.050944,-0.016625,-0.00759613
0 days 00:09:13.500000,0.0239109,-0.015017,0.00509899,0.0126652,0.0318181,0.0272024,0.000481301,0.0166089,-0.00824358,0.0530586,0.0270967,-0.0145967,-0.00417437,0.0114915,0.0432641,0.0278478,0.0209287,0.0225157,0.0115973,0.0247359,0.0268593,0.0132023,0.0592367,0.0509322,0.0244432,0.019202,0.0167684,0.00457734,0.05556,0.00882245,0.0287157,-0.0366042,0.0137842,0.0534435,0.0355559,-0.0128698,0.00396384,0.0370434,0.0211341,0.045861,0.0157269,0.0226879,-0.00424038,0.0274129,0.0476332,0.016615,0.00595022,0.00377372,0.0213008,0.0534403,0.0433717,0.00939237,0.0679967,0.0369761,0.0503956,0.033955,-0.0253795,0.0463984,0.0168105,0.0171408,0.0305569,0.000254561,0.00912597,0.00529891,-0.00605076,0.0434763,0.0207337,0.0300604,-0.0367614,0.0370612,-0.0174311,-0.00168674,0.0270292,-0.00879197,0.0404503,-0.0126443,0.00282542,0.0150415,-0.0134646,0.0412999,0.0163111,-0.00880111,0.0456414,0.0112618,0.00956476,0.0253839,-0.0199147,0.0330361,0.0489448,0.0234294,-0.0173935,0.0511376,0.037581,-0.00800884,0.0272493,0.0146717,0.0386973,0.0236087,-0.0327441,0.0363339,-0.0121525,0.0441609,0.0150239,0.0484287,0.0315488,-0.0154453,0.0635382,0.0422123,-0.0172564,0.0255808,0.0109222,0.00293452,-0.0136084,0.0153199,-0.00414342,0.0195107,-0.016444,0.0347247,0.00829396,0.016104,0.0451222,0.0644096,0.0520678,0.0269577,0.042569,-0.00707534,0.0373029,0.00432784,-0.00078202,0.0727304,0.00322248,0.0200267,0.0338551,0.0218706,-0.0174295,-0.0257507,0.0590509,0.0241971,0.0152678,0.0264373,0.00576397,0.0396906,0.0278069,0.0129811,0.0345738,-0.0171593,-0.0211202,0.0285802,0.0169007,-0.0548461,-0.0209091,0.00235738,0.0227506,0.0304074,0.0540362,-0.0130053,0.0046484
0 days 00:09:15,0.0411234,0.00904394,0.0564425,0.055405,0.052948,0.0629789,0.0235059,0.0652367,-0.0123392,0.0278119,0.029218,0.00667286,0.0413942,0.0267295,0.0165731,0.0629111,0.0386479,0.0448954,0.0350394,0.0150963,0.0613482,0.05271,0.0868592,0.062956,0.0390707,0.0287017,0.0518672,0.00321573,0.0725161,0.05155,0.0409572,-0.0033746,0.0443511,0.074452,0.0451631,0.0137921,0.0274974,0.0539025,0.072481,0.0865091,0.0419087,0.017576,0.0453193,0.0453466,0.0609249,0.0393386,0.0479297,0.0505987,0.0402298,0.0482366,0.0560192,0.0332242,0.0780921,0.0444672,0.0509239,0.0315978,0.00227123,0.0543843,0.0331939,0.0628291,0.0483675,-0.0124891,0.0390689,0.0231432,0.0516974,0.0362348,0.0179734,0.0999507,0.00638151,0.0547845,0.00354808,-0.00685681,0.0795304,0.00661977,0.0165261,0.00309406,0.0608595,0.0339306,0.0183825,0.0601038,0.0479561,0.0325817,0.022265,0.0128112,0.0185702,0.048994,0.0308197,0.0467853,0.0675416,0.0679931,0.0239883,0.0890017,0.0540761,0.00757003,0.0670527,-0.0348737,0.0525899,0.0329021,-0.0162206,0.0760567,0.0207122,0.0376238,0.035386,0.0475575,0.0535893,0.0225577,0.10806,0.0668994,0.0310286,0.0453655,0.0420025,0.0262588,0.00393492,0.0179272,0.0036968,0.0847392,0.01676,0.0601561,0.0535448,0.0121063,0.0414379,0.0649336,0.058592,0.0647236,0.0360948,0.0362595,0.0586754,0.0174022,0.0436978,0.0701281,0.0139928,0.0316271,0.0493056,0.0572509,0.0223783,0.00233341,0.0776962,0.0132312,0.0121459,0.0760768,0.0522864,0.0800132,0.0298599,0.0447307,0.0550139,0.0166579,0.0170151,0.0508537,0.0413002,-0.0301667,0.0116622,0.0347348,0.0525629,0.0291446,0.0386324,0.000609034,0.0376829
0 days 00:09:16.500000,0.04395,0.038787,0.0815598,0.0476886,0.0463019,0.0643453,0.0140558,0.0372454,-0.00719412,0.0117083,0.00792869,0.0232545,0.0389374,0.0173898,-0.0088815,0.0580816,0.0172622,0.068127,0.0432342,-0.0173227,0.0629987,0.0376722,0.0679847,0.0556013,0.0357928,0.041928,0.0521857,-0.0102265,0.0460243,0.0408247,0.0349705,0.0215827,0.0336641,0.0433807,0.00206799,0.0320151,0.0192149,0.0496008,0.0581064,0.075532,0.0289342,0.00222173,0.0693937,0.0141826,0.0386029,0.0393969,0.0583002,0.0578941,0.0362617,0.0412819,0.0444852,0.0312503,0.00579421,0.0298453,0.0369231,0.00790719,0.0360057,0.0344231,0.0261075,0.0420658,0.0492674,-0.00696187,0.0540212,0.00389651,0.080548,0.00689846,0.0261271,0.0783015,0.0538375,0.0196228,0.0111754,-0.0105019,0.0827044,0.022761,-0.00316332,0.0171124,0.0720652,0.033586,0.0541431,0.0454907,0.0651871,0.0319637,-0.0196725,0.0227286,0.00467126,0.0256654,0.063008,0.0189382,0.0447368,0.0480416,0.0255696,0.0408229,0.023284,0.0136507,0.0599125,-0.0513589,0.0341927,0.0332723,0.0256813,0.0682106,0.0117421,0.00488421,0.0345478,0.0212075,0.0529091,0.0406749,0.0915998,0.056795,0.0274441,0.0383007,0.0444883,0.0355304,0.0116189,0.0158205,-0.00391779,0.0867009,0.0438959,0.0284326,0.0523283,-0.0172222,0.0154698,0.0286798,0.0343476,0.0600476,0.0260233,0.0231744,0.0219072,0.0152313,0.0534137,0.0453178,0.0149902,0.0461641,0.023867,0.0548131,0.0299587,0.0362312,0.0606596,-0.00853573,0.00727622,0.0717029,0.0479062,0.0463928,0.0138896,0.0317444,0.0309204,0.0427776,0.0328243,0.0592531,0.021264,0.00826927,0.0603514,0.0566669,0.0120824,0.00574508,0.0233971,0.0374773,0.0314425
0 days 00:09:18,0.00847507,0.0282654,0.0399854,-0.00119507,0.0233917,0.00985057,-0.0184282,-0.0169523,-0.0218607,0.0129291,-0.0180186,0.00151841,-0.00651825,-0.0154316,-0.034093,0.0118967,-0.0276284,0.0539321,0.0158425,-0.0470139,0.0149173,-0.0241068,0.0310385,0.0197524,-0.00125433,0.0380054,0.00473099,-0.025069,-0.000773199,-0.0248771,0.00116664,-0.0024492,-0.0335828,0.0185425,-0.0417888,0.00983686,-0.0131548,0.00570041,-0.00172106,0.0244692,-0.0195052,-0.0185025,0.0446883,-0.0486301,-0.0161082,0.00408153,0.016362,0.0049234,0.00851403,0.0221369,0.00754503,0.00378356,-0.0730241,0.00654956,0.00524751,-0.0150054,0.0156006,-0.0166051,0.00494136,-0.0274734,0.0173415,0.00352442,0.0114043,-0.0340161,0.0524324,-0.0196315,0.0309423,0.00315348,0.0210098,-0.0339514,-0.00670014,0.00188204,0.0298491,0.0132345,0.00153083,0.00783007,0.0231018,0.0202992,0.0389507,0.00450177,0.0257854,-0.0297275,-0.022187,0.0342639,-0.0244311,-0.0235758,0.0374322,-0.0323205,0.00094381,-0.007379,-0.0224376,-0.033714,-0.0162212,-0.00263951,0.00821485,-0.0335955,-0.00278049,0.0212161,0.0140274,0.0206058,-0.0265201,-0.0142244,-0.00890058,-0.00517236,0.00899235,0.0104144,0.0295952,0.0287227,-0.0438839,-0.00937749,0.012188,0.00843715,-0.0235774,0.010681,-0.014979,0.0189204,0.027349,-0.0267865,0.00890298,-0.0351875,-0.0164386,-0.0235879,-0.0149539,0.0018901,0.0107671,-0.0301242,-0.0325108,-0.00995307,-0.00335457,-0.00093,-0.0109192,0.04141,-0.0148163,0.00765606,-0.00867278,0.029403,0.027032,-0.0351855,-0.0070532,-0.00734726,-0.0190661,-0.0198995,-0.0197388,-0.017537,-0.0231535,0.00499094,-0.00336051,0.045454,-0.0396873,0.0318346,0.0542414,0.0168772,-0.0552985,0.00702029,0.00845012,0.0607617,-0.0236338
0 days 00:09:19.500000,-0.0387578,-0.00377816,-0.0217406,-0.0327125,0.00297441,-0.0525655,-0.025066,-0.0375533,-0.0271678,0.0153384,-0.0201061,-0.0243938,-0.0500263,-0.0381932,-0.0571208,-0.0319722,-0.0523492,0.0125532,-0.0180773,-0.0440518,-0.040163,-0.0687071,0.0120647,-0.02152,-0.0455439,0.0110643,-0.0372413,-0.0343017,-0.0410367,-0.0627921,-0.0189862,-0.0439555,-0.0823951,0.0398756,-0.0494907,-0.0265501,-0.0278721,-0.0466316,-0.0170319,-0.0104106,-0.049261,-0.0107083,-0.00193331,-0.0833384,-0.0487349,-0.0109613,-0.0198807,-0.0605555,-0.00605141,-0.0127016,-0.0353735,-0.0181453,-0.0699293,-0.0193693,-0.00643503,-0.0157233,-0.0347159,-0.0485506,-0.0170249,-0.0585967,-0.0235043,0.0138928,-0.0584914,-0.0424072,0.00232946,-0.0207119,0.0186883,-0.0220351,-0.0405702,-0.0503661,-0.030272,0.0290403,-0.0220685,-0.00233214,0.00973508,-0.0103431,-0.0318691,0.0209679,-0.0111931,-0.032426,-0.0293572,-0.0779927,0.0256573,0.0403994,-0.0430939,-0.0425582,-0.0158283,-0.0524678,-0.033409,-0.0345909,-0.055961,-0.0492587,-0.0131572,-0.0119975,-0.0409093,-0.0150932,-0.0207093,0.00440453,-0.0302543,-0.0164266,-0.0362308,0.00455503,-0.0520664,-0.00804513,-0.0273151,-0.0337548,-0.0086485,0.00374416,-0.0966827,-0.0461859,-0.0138827,-0.0313051,-0.0544164,0.00182751,-0.0128825,-0.0422182,-0.0127203,-0.0436918,-0.0167444,-0.0187916,-0.0338356,-0.0577353,-0.055819,-0.0357172,0.00317711,-0.0538851,-0.0513323,-0.0239066,-0.0537329,-0.0425595,-0.0229406,0.0136956,-0.0261923,-0.0306277,-0.0261363,0.00202249,-0.000239141,-0.0297472,-0.0307466,-0.0803523,-0.063341,-0.0377879,-0.0302106,-0.0479452,-0.0611723,-0.0467834,-0.0328855,0.0274001,-0.0654135,0.038026,0.00515763,-0.0357507,-0.0429678,0.042509,0.00674148,0.0372991,-0.0644483
0 days 00:09:21,-0.0532451,-0.01883,-0.0407932,-0.0316278,-0.0171351,-0.0609126,0.00195963,-0.0290566,-0.00489956,0.00684633,-0.00367559,-0.0189942,-0.0760195,-0.0381658,-0.0548712,-0.0364572,-0.0410927,-0.0092161,-0.0268127,-0.0100824,-0.0514866,-0.0693937,-0.00925705,-0.0330572,-0.0613079,-0.0178357,-0.0340436,-0.0374458,-0.0554874,-0.0364871,-0.00474971,-0.0575118,-0.0642296,0.068544,-0.0386741,-0.0372411,-0.0114371,-0.0568974,0.0166581,0.000648053,-0.0334101,0.0215712,-0.0343883,-0.0676964,-0.0268862,0.0144177,-0.0181489,-0.091466,0.00487278,-0.0422363,-0.0614382,-0.0188697,-0.0197831,-0.0424978,0.00900948,-0.0037112,-0.0540753,-0.0324801,-0.0303954,-0.0248001,-0.0374674,0.0200426,-0.0877635,-0.019812,-0.0299576,-0.00656104,-0.00931156,0.0162957,-0.0490711,-0.0272583,-0.0323229,0.0413683,-0.0337022,0.00366598,7.19786e-05,-0.0220185,-0.0559127,0.018347,-0.0412019,-0.0420645,-0.036019,-0.0744549,0.0523576,0.0360203,-0.0377466,-0.0185898,-0.0458956,-0.0320795,-0.0401747,-0.026857,-0.0470513,-0.0140373,0.0180745,0.000842936,-0.0551034,-0.00292786,-0.0104964,-0.0113757,-0.0380605,-0.018734,-0.0126759,0.0282243,-0.0518126,-0.00495357,-0.0249309,-0.0509604,0.00618587,-0.0254204,-0.0830484,-0.0333002,-0.00904831,-0.0516237,-0.0403523,-0.0085001,-0.00589913,-0.0476964,-0.0333182,-0.0254657,-0.00397136,0.0101389,-0.0273338,-0.0671427,-0.064813,-0.00658834,0.00397204,-0.0359014,-0.0344163,-0.0105913,-0.0386413,-0.0473066,-0.00319064,-0.0173597,-0.00874792,-0.0324593,0.00469518,-0.0113733,-0.0258487,0.00352367,-0.0336098,-0.0753008,-0.0415261,-0.000527759,-0.00152877,-0.0309857,-0.0569748,-0.050093,-0.016714,0.020813,-0.0324099,0.0421571,-0.0194338,-0.0403815,0.034438,0.0569526,0.0216947,-0.000268378,-0.0511225
0 days 00:09:22.500000,-0.029078,-0.0223285,-0.028436,-0.0265839,-0.035997,-0.0244923,0.0203501,-0.0176579,0.00268913,-0.020139,0.00849736,-0.00998981,-0.0778168,-0.026231,-0.0296164,-0.0161832,-0.0105423,-0.00512506,-0.0243772,0.011985,-0.0265999,-0.0499687,-0.0463693,-0.0225752,-0.0496584,-0.0224864,-0.00638659,-0.0267499,-0.0334494,0.00532696,0.00176358,-0.0463166,-0.0237809,0.0510609,-0.0196572,-0.0360892,0.00808203,-0.0339484,0.0269287,0.0232958,-0.00198268,0.0181496,-0.0456619,-0.0238149,0.00720428,0.0219241,-0.0268435,-0.0740807,0.00962313,-0.0449028,-0.0557594,-0.00512403,0.00213792,-0.0367435,-0.000266244,0.000603325,-0.032235,-0.00624115,-0.0339315,0.0140131,-0.0285899,-0.00232124,-0.061936,0.00355332,-0.0311353,-0.00232484,-0.0333455,0.0474366,-0.0281795,-0.00642205,-0.00572063,0.0125558,-0.0146859,0.00730471,-0.0110588,-0.0410771,-0.0568236,-0.0189151,-0.0352479,-0.0345578,-0.0140165,-0.0559961,0.00937135,0.0216906,-0.0240991,0.0105438,-0.0458985,-0.0130993,-0.0146553,-0.014328,-0.038052,0.00746534,0.0237552,0.00169357,-0.0290539,0.00766541,-0.00706683,-0.0225197,-0.0174057,-0.00404228,0.00391994,0.00716594,-0.0221811,-0.0186805,-0.0259298,-0.0335287,0.0245695,-0.0408877,-0.0378394,-0.00924065,-0.00437279,-0.0476694,-0.0164928,-0.0106811,-0.011602,-0.0248436,-0.0312637,-0.0177604,-0.00487218,0.0140046,-0.0107301,-0.0726387,-0.0508137,0.0301615,-0.0103751,-0.00818139,-0.00765955,-0.00648537,0.003105,-0.0230908,0.00613509,-0.0279722,0.00543405,-0.0269101,0.0299441,-0.0254128,-0.0517277,-0.000996041,0.00564559,-0.0253156,-0.00969803,0.0308188,0.0172755,0.00552723,-0.020671,-0.0302757,0.00276926,0.0133149,-0.011343,0.035371,-0.0183777,-0.0243724,0.0609602,0.0143262,0.011754,-0.017178,-0.0154727
0 days 00:09:24,0.00614715,-0.0341069,-0.0296675,-0.0222556,-0.0353427,-0.000216145,0.00628675,-0.00526294,-0.0300157,-0.0609329,0.0167711,-0.0254487,-0.0301891,0.00223129,-0.0159967,-0.00740637,0.0257112,-0.0111928,-0.0344349,-0.0068055,-0.00498437,-0.0198919,-0.0474264,-0.0267163,-0.0357598,-0.00118149,0.00713926,0.0037489,0.00966635,0.0172218,-0.0244467,-0.0299911,-0.0113608,-0.0048755,0.0119566,-0.0504338,0.0173033,-0.0335379,0.00237971,0.0197801,0.0154211,-0.0434362,-0.0483329,0.0283384,0.00752644,-0.0193237,-0.0676973,-0.0167201,-0.00358094,-0.0237361,-0.0131812,0.0110775,0.00439391,0.0132774,-0.0464959,-0.00335685,-0.00426097,-0.0086807,-0.0326498,0.0161837,-0.0208824,-0.0548715,-0.0192745,0.0212227,0.000771161,-0.0117518,-0.0297388,0.0326262,-0.0323934,-0.00492541,0.0337719,-0.037971,0.00953172,-0.0196415,-0.000112488,-0.0709626,-0.03494,-0.0542615,-0.0213139,-0.0309882,-0.0167555,-0.0441732,-0.0480895,0.00279078,-0.0224742,0.0181694,-0.0297031,-0.0125823,0.026885,-0.00367925,-0.0466828,-0.0055249,-0.000647786,-0.0264709,0.0269626,0.0148288,-0.0285116,-0.018212,-0.0195105,0.00229348,0.0150496,-0.0468627,0.00547663,-0.025006,-0.0578784,0.00413058,-0.000494032,0.00574265,0.00793436,-0.0188493,-0.0243247,-0.022195,-0.0145026,0.00547215,-0.0221395,-0.0158135,-0.0252209,-0.0268191,-0.0533916,-0.00825132,-0.00471498,-0.0757701,-0.0297145,0.0118673,-0.0412132,0.0238298,0.0165971,-0.03438,0.0144072,-0.0078304,-0.0194275,-0.00684732,0.00335389,-0.0235414,0.0121374,-0.0551644,-0.0503491,-0.0580926,0.0496579,-0.00229745,-0.00895654,0.0218442,-0.0123344,0.0218496,0.0177611,-0.0292335,-0.0093896,-0.00621968,-0.0358369,-0.000190402,-0.0371545,-0.0347425,0.0163387,-0.0427005,-0.044909,-0.0339873,0.00318451
0 days 00:09:25.500000,0.0307079,-0.0379665,-0.0405812,-0.00400621,-0.0102198,-0.00257736,-0.0132616,0.00682277,-0.053647,-0.0780665,0.0315065,-0.0313661,0.0525903,0.0466676,-0.0105053,-0.014518,0.0600999,-0.0366014,-0.0374063,-0.0325884,0.00231279,0.0281413,0.0102839,-0.0426484,-0.0238647,0.0136058,0.00222383,0.033676,0.032944,0.0069155,-0.0353155,-0.00548924,-0.00788489,-0.0496547,0.0334289,-0.0532123,0.0328797,-0.0576424,-0.00896577,0.00293912,0.0233027,-0.090303,-0.0467539,0.0726679,-0.00275059,-0.0506367,-0.0725053,0.0433966,-0.009963,-0.00518227,0.0395597,0.013059,0.0264374,0.0643476,-0.0642958,-0.00342546,0.00835746,-0.0210327,-0.0254789,0.00260746,-0.0110245,-0.0815877,0.0105641,0.0400351,0.0441125,-0.0193656,-0.00248423,-0.0040365,-0.0372336,-0.00464048,0.0635303,-0.0589462,0.0167169,-0.0439754,0.0204641,-0.0749738,0.0164336,-0.0297293,-0.0167453,-0.025084,-0.0260876,-0.0195216,-0.0481222,-0.0218128,-0.0272301,0.0140365,0.00270234,-0.00413889,0.0464608,0.00765021,-0.0309154,-0.0244899,-0.0124394,-0.0390681,0.0737068,0.0248866,-0.0355741,-0.000625548,-0.0331343,-0.00675152,0.0500497,-0.0710973,0.0223051,0.00398285,-0.074131,0.0390006,-0.0403294,0.0867667,0.0545539,-0.0363389,-0.0372129,0.0230436,0.000580947,0.0311871,-0.0151583,-0.0240546,-0.0143208,-0.0247665,-0.0946369,-0.0225193,-0.00685867,-0.0507534,-0.00400931,-0.0264555,-0.0508834,0.0609451,0.0289411,-0.0529798,0.0017432,-0.0116277,-0.0396185,0.0257644,0.00137421,0.00509602,-0.0154606,-0.0641724,-0.0114831,-0.086687,0.0396,-0.00896136,-0.00257209,-0.00530685,-0.0478716,0.0109634,0.0266824,-0.0221082,-0.0163172,-0.0226546,-0.0414555,-0.0404767,-0.0569713,-0.0443229,-0.00333054,-0.0568479,-0.0852301,-0.0575064,0.00587227
0 days 00:09:27,0.0360089,-0.0115059,-0.0277303,0.0162211,0.0195406,0.00610879,-0.00444385,0.00869099,-0.019573,-0.0348283,0.0416533,0.00608367,0.095434,0.0670481,0.0292632,-0.0151404,0.0747625,-0.0500969,-0.000199398,-0.0173915,0.00731004,0.0656071,0.0470586,-0.0287301,0.00387642,-0.0059124,0.00503801,0.0330618,0.0205197,9.8383e-05,0.00601551,0.0272673,0.0194602,-0.0528236,0.0245565,-0.00941594,0.0500784,-0.041838,-0.0039663,-0.00122537,0.0282949,-0.052002,-0.0322533,0.0825685,0.016834,-0.0196986,0.00149918,0.0557831,-0.00366419,-0.0121104,0.0481525,-0.00641714,0.0489704,0.0607512,-0.0222383,0.00512021,0.0136358,-0.0101891,-0.00336215,-0.00158479,0.0133806,-0.0415204,0.0237562,0.0442692,0.051216,-0.0147008,0.0140362,-0.0279611,-0.00263109,0.000981305,0.0649604,-0.030332,-0.00121377,-0.0215293,0.0251758,-0.0294618,0.0624432,0.0239058,-0.00925679,0.00285793,0.0033504,0.0213643,-0.00889637,-0.0538458,-0.0165359,0.0137668,0.0381421,0.0254343,0.0252536,0.00975024,0.0239337,-0.0198588,0.0029796,-0.00331432,0.0648088,0.0323052,0.0038354,0.00390651,-0.0140419,-0.0146836,0.0818125,-0.0421534,0.0264193,0.0347122,-0.0323099,0.0497855,-0.0406272,0.09295,0.0868151,-0.0174715,-0.0159537,0.0600356,0.0496253,0.0386269,0.00485465,-0.0243847,0.00926248,-0.00317019,-0.0564003,-0.0123872,0.00551751,0.00199179,0.0182667,-0.0236677,-0.0225476,0.0733622,0.0231652,-0.0221635,-0.0017397,-0.00659698,-0.0163767,0.0288858,0.0053848,0.0440102,-0.0131629,-0.024243,0.0207721,-0.0387354,-0.0157188,-0.000106606,0.0332556,-0.0204478,-0.0305988,-0.00205021,0.00374517,0.0211359,0.0169438,-0.0208985,0.00761301,-0.0446809,-0.0262393,-0.00873316,0.0329732,-0.03293,-0.0465141,-0.0455049,0.00793515
0 days 00:09:28.500000,0.019951,0.0227817,0.00664661,0.0224983,0.0361129,0.0438393,0.0234459,0.0124987,0.040354,0.040265,0.0304797,0.0534698,0.0619718,0.0374905,0.0856042,-0.00197722,0.0571258,-0.0335096,0.0558186,0.0228898,0.0128799,0.0495447,0.00335606,0.0191118,0.0440199,-0.0350542,0.0290401,0.00917287,0.0119378,0.00736827,0.04858,0.0486955,0.047831,-0.0253497,0.00760252,0.0452091,0.0371932,0.0290211,-0.0081113,0.00073412,0.0235838,0.0291678,-0.0028159,0.0513682,0.0478678,0.0315425,0.0821706,0.0228662,-0.00288778,-0.0319151,0.0037404,-0.0207631,0.035229,0.0217327,0.0200158,0.0177648,0.0198972,0.0152793,0.0316573,0.00653885,0.0364091,0.018969,0.0272851,0.0146174,0.0131381,0.00267321,0.00126825,-0.025131,0.0359014,0.000716274,0.0275643,0.0119426,-0.0186425,0.0263773,0.0186188,0.0275729,0.0592288,0.0307831,0.00704742,0.0416444,0.0461414,0.0602883,0.0103658,-0.0732053,0.0148837,0.0156905,0.0453702,0.0565723,-0.00352887,0.0115955,0.0693882,0.0192402,0.0207685,0.0402345,0.0130697,0.00752592,0.0466619,-0.0115,0.0216722,-0.00214472,0.0516004,-0.000986546,0.0223089,0.0229742,0.0322267,0.0345102,-0.0092983,0.00235002,0.0802886,0.0252155,0.00799081,0.0473265,0.0771476,0.018435,0.0112967,0.00339387,0.0395392,0.0302085,0.0409419,0.0037389,0.0363773,0.0402835,0.0211853,0.00532579,0.00993706,0.0456622,0.0165139,0.0260439,0.00749825,0.0197995,0.0240435,-0.00163513,0.0047104,0.0399925,0.00556523,0.0240744,0.00972953,0.0248806,-0.0408922,0.0288875,0.0524101,-0.0172337,0.0180926,0.00949845,-0.00635819,0.0636422,0.0536755,-0.00924233,0.0505545,-0.0228208,0.0239429,0.0415182,0.045482,-0.00914166,0.0258162,0.00150237,0.0181603
